index,time,latitude,longitude,mean_wave_period
383,2017-12-02T21:00:00Z,36.5125,-10.4375,6.1519494
384,2017-12-02T21:00:00Z,36.5125,-10.4125,6.1567283
385,2017-12-02T21:00:00Z,36.5125,-10.3875,6.160989
386,2017-12-02T21:00:00Z,36.5125,-10.3625,6.170701
387,2017-12-02T21:00:00Z,36.5125,-10.3375,6.178952
388,2017-12-02T21:00:00Z,36.5125,-10.3125,6.1937304
389,2017-12-02T21:00:00Z,36.5125,-10.2875,6.200291
390,2017-12-02T21:00:00Z,36.5125,-10.2625,6.204727
391,2017-12-02T21:00:00Z,36.5125,-10.2375,6.2065744
392,2017-12-02T21:00:00Z,36.5125,-10.2125,6.210855
393,2017-12-02T21:00:00Z,36.5125,-10.1875,6.2096043
394,2017-12-02T21:00:00Z,36.5125,-10.1625,6.209218
395,2017-12-02T21:00:00Z,36.5125,-10.1375,6.207312
396,2017-12-02T21:00:00Z,36.5125,-10.1125,6.202116
397,2017-12-02T21:00:00Z,36.5125,-10.0875,6.1975193
398,2017-12-02T21:00:00Z,36.5125,-10.0625,6.1906066
399,2017-12-02T21:00:00Z,36.5125,-10.0375,6.1818247
400,2017-12-02T21:00:00Z,36.5125,-10.0125,6.1757693
401,2017-12-02T21:00:00Z,36.5125,-9.9875,6.1221237
402,2017-12-02T21:00:00Z,36.5125,-9.9625,6.1138444
403,2017-12-02T21:00:00Z,36.5125,-9.9375,6.108541
404,2017-12-02T21:00:00Z,36.5125,-9.9125,6.10425
405,2017-12-02T21:00:00Z,36.5125,-9.8875,6.1003733
406,2017-12-02T21:00:00Z,36.5125,-9.8625,6.094868
407,2017-12-02T21:00:00Z,36.5125,-9.8375,6.0879645
408,2017-12-02T21:00:00Z,36.5125,-9.8125,6.0835986
409,2017-12-02T21:00:00Z,36.5125,-9.7875,6.078261
410,2017-12-02T21:00:00Z,36.5125,-9.7625,6.071223
411,2017-12-02T21:00:00Z,36.5125,-9.7375,6.0687103
412,2017-12-02T21:00:00Z,36.5125,-9.7125,6.0672297
413,2017-12-02T21:00:00Z,36.5125,-9.6875,6.067028
414,2017-12-02T21:00:00Z,36.5125,-9.6625,6.0663424
415,2017-12-02T21:00:00Z,36.5125,-9.6375,6.064212
416,2017-12-02T21:00:00Z,36.5125,-9.6125,6.0666146
